CREATED_DATE,SOLICITUD_ID,GESTION_TYPE,PRODUCT TYPE(TC OR PR),DELIQUENCY,CYCLE,COUNTRY
2022-01-03,SOL-0001236,COBRO,TC,0,6,HND
2022-01-03,SOL-0001237,ACTUALIZACION_DATOS,PR,5,4,HND
2022-01-04,SOL-0001238,ACUERDO_PAGO,PR,4,2,HND
2022-01-04,SOL-0001239,ACUERDO_PAGO,TC,3,2,HND
2022-01-04,SOL-0001240,ACTUALIZACION_DATOS,PR,3,4,HND
2022-01-04,SOL-0001241,RECLAMO,TC,1,1,HND
2022-01-04,SOL-0001242,COBRO,TC,5,1,HND
2022-01-04,SOL-0001243,REFINANCIAMIENTO,PR,5,2,HND
2022-01-04,SOL-0001244,PAGO_PARCIAL,TC,6,2,HND
2022-01-04,SOL-0001245,REFINANCIAMIENTO,TC,5,1,HND
2022-01-04,SOL-0001246,REFINANCIAMIENTO,PR,4,6,HND
2022-01-04,SOL-0001247,COBRO,PR,1,2,HND
2022-01-04,SOL-0001248,COBRO,TC,2,6,HND
2022-01-04,SOL-0001249,RECLAMO,TC,2,6,HND
2022-01-04,SOL-0001250,ACTUALIZACION_DATOS,TC,3,3,HND
2022-01-04,SOL-0001251,COBRO,TC,2,1,HND
2022-01-04,SOL-0001252,PAGO_PARCIAL,PR,2,3,HND
2022-01-04,SOL-0001253,COBRO,TC,0,4,HND
2022-01-04,SOL-0001254,ACUERDO_PAGO,TC,3,1,HND
2022-01-04,SOL-0001255,COBRO,TC,1,5,HND
2022-01-04,SOL-0001256,RECLAMO,TC,5,1,HND
2022-01-04,SOL-0001257,COBRO,TC,0,1,HND
2022-01-04,SOL-0001258,ACUERDO_PAGO,PR,0,1,HND
2022-01-04,SOL-0001259,COBRO,TC,1,1,HND
2022-01-04,SOL-0001260,PAGO_PARCIAL,PR,2,4,HND
2022-01-04,SOL-0001261,PAGO_PARCIAL,PR,2,1,HND
2022-01-04,SOL-0001262,RECLAMO,PR,0,4,HND
2022-01-04,SOL-0001263,COBRO,TC,2,6,HND
2022-01-04,SOL-0001264,PAGO_PARCIAL,TC,2,3,HND
2022-01-04,SOL-0001265,PAGO_PARCIAL,PR,0,1,HND
2022-01-04,SOL-0001266,PAGO_PARCIAL,TC,1,3,HND
2022-01-04,SOL-0001267,REFINANCIAMIENTO,TC,6,3,HND
2022-01-04,SOL-0001268,RECLAMO,TC,0,4,HND
2022-01-04,SOL-0001269,COBRO,PR,4,4,HND
2022-01-04,SOL-0001270,REFINANCIAMIENTO,TC,1,2,HND
2022-01-04,SOL-0001271,PAGO_PARCIAL,TC,0,2,HND
2022-01-04,SOL-0001272,COBRO,TC,1,5,HND
2022-01-04,SOL-0001273,ACUERDO_PAGO,PR,0,1,HND
2022-01-04,SOL-0001274,PAGO_PARCIAL,PR,3,3,HND
2022-01-04,SOL-0001275,PAGO_PARCIAL,TC,0,2,HND
2022-01-04,SOL-0001276,ACTUALIZACION_DATOS,PR,5,4,HND
2022-01-04,SOL-0001277,COBRO,TC,2,3,HND
2022-01-04,SOL-0001278,ACUERDO_PAGO,PR,1,1,HND
2022-01-04,SOL-0001279,ACUERDO_PAGO,TC,4,3,HND
2022-01-04,SOL-0001280,PAGO_PARCIAL,PR,6,4,HND
2022-01-04,SOL-0001281,ACUERDO_PAGO,TC,0,5,HND
2022-01-04,SOL-0001282,COBRO,TC,1,4,HND
2022-01-04,SOL-0001283,PAGO_PARCIAL,TC,0,5,HND
2022-01-04,SOL-0001284,COBRO,TC,0,3,HND
2022-01-04,SOL-0001285,COBRO,PR,1,2,HND
2022-01-04,SOL-0001286,PAGO_PARCIAL,TC,4,4,HND
2022-01-04,SOL-0001287,PAGO_PARCIAL,TC,0,1,HND
2022-01-04,SOL-0001288,PAGO_PARCIAL,PR,1,3,HND
2022-01-04,SOL-0001289,COBRO,TC,1,4,HND
2022-01-04,SOL-0001290,PAGO_PARCIAL,TC,1,3,HND
2022-01-04,SOL-0001291,PAGO_PARCIAL,PR,0,2,HND
2022-01-04,SOL-0001292,COBRO,TC,1,1,HND
2022-01-04,SOL-0001293,ACUERDO_PAGO,TC,1,1,HND
2022-01-04,SOL-0001294,PAGO_PARCIAL,TC,2,4,HND
2022-01-04,SOL-0001295,RECLAMO,PR,4,1,HND
2022-01-04,SOL-0001296,RECLAMO,TC,0,5,HND
2022-01-04,SOL-0001297,REFINANCIAMIENTO,TC,3,4,HND
2022-01-04,SOL-0001298,ACUERDO_PAGO,TC,0,2,HND
2022-01-04,SOL-0001299,COBRO,TC,4,5,HND
2022-01-04,SOL-0001300,PAGO_PARCIAL,PR,1,3,HND
2022-01-04,SOL-0001301,COBRO,TC,1,2,HND
2022-01-04,SOL-0001302,PAGO_PARCIAL,TC,2,1,HND
2022-01-04,SOL-0001303,ACUERDO_PAGO,PR,2,4,HND
2022-01-04,SOL-0001304,COBRO,PR,1,1,HND
2022-01-04,SOL-0001305,COBRO,TC,4,3,HND
2022-01-04,SOL-0001306,ACUERDO_PAGO,PR,2,4,HND
2022-01-04,SOL-0001307,PAGO_PARCIAL,TC,5,3,HND
2022-01-04,SOL-0001308,COBRO,TC,5,3,HND
2022-01-04,SOL-0001309,COBRO,TC,2,2,HND
2022-01-04,SOL-0001310,REFINANCIAMIENTO,TC,2,2,HND
2022-01-04,SOL-0001311,RECLAMO,TC,4,1,HND
2022-01-04,SOL-0001312,REFINANCIAMIENTO,PR,3,2,HND
2022-01-04,SOL-0001313,REFINANCIAMIENTO,TC,4,5,HND
2022-01-04,SOL-0001314,PAGO_PARCIAL,PR,3,2,HND
2022-01-04,SOL-0001315,RECLAMO,TC,0,1,HND
2022-01-04,SOL-0001316,COBRO,TC,4,2,HND
2022-01-04,SOL-0001317,PAGO_PARCIAL,TC,2,2,HND
2022-01-04,SOL-0001318,REFINANCIAMIENTO,TC,2,2,HND
2022-01-04,SOL-0001319,PAGO_PARCIAL,TC,3,4,HND
2022-01-04,SOL-0001320,COBRO,TC,0,3,HND
2022-01-04,SOL-0001321,RECLAMO,PR,3,5,HND
2022-01-04,SOL-0001322,COBRO,TC,3,1,HND
2022-01-04,SOL-0001323,PAGO_PARCIAL,PR,3,2,HND
2022-01-04,SOL-0001324,ACUERDO_PAGO,PR,1,2,HND
2022-01-04,SOL-0001325,ACUERDO_PAGO,PR,3,4,HND
2022-01-04,SOL-0001326,REFINANCIAMIENTO,PR,2,3,HND
2022-01-04,SOL-0001327,COBRO,TC,2,1,HND
2022-01-04,SOL-0001328,COBRO,PR,2,1,HND
2022-01-04,SOL-0001329,ACUERDO_PAGO,TC,4,1,HND
2022-01-04,SOL-0001330,COBRO,PR,5,1,HND
2022-01-04,SOL-0001331,COBRO,PR,0,2,HND
2022-01-04,SOL-0001332,COBRO,PR,4,4,HND
2022-01-04,SOL-0001333,COBRO,TC,2,3,HND
2022-01-04,SOL-0001334,REFINANCIAMIENTO,TC,1,4,HND
2022-01-04,SOL-0001335,REFINANCIAMIENTO,TC,1,4,HND
2022-01-04,SOL-0001336,ACTUALIZACION_DATOS,PR,2,6,HND
2022-01-04,SOL-0001337,PAGO_PARCIAL,TC,1,2,HND
2022-01-04,SOL-0001338,COBRO,PR,4,4,HND
2022-01-04,SOL-0001339,PAGO_PARCIAL,TC,3,5,HND
2022-01-04,SOL-0001340,COBRO,TC,4,5,HND
2022-01-04,SOL-0001341,COBRO,PR,1,5,HND
2022-01-04,SOL-0001342,REFINANCIAMIENTO,TC,6,1,HND
2022-01-04,SOL-0001343,PAGO_PARCIAL,TC,0,1,HND
2022-01-04,SOL-0001344,COBRO,TC,6,2,HND
2022-01-04,SOL-0001345,ACUERDO_PAGO,PR,4,3,HND
2022-01-04,SOL-0001346,ACUERDO_PAGO,TC,1,4,HND
2022-01-04,SOL-0001347,COBRO,TC,3,2,HND
2022-01-04,SOL-0001348,PAGO_PARCIAL,TC,1,4,HND
2022-01-04,SOL-0001349,COBRO,PR,2,1,HND
2022-01-04,SOL-0001350,ACUERDO_PAGO,TC,0,2,HND
2022-01-04,SOL-0001351,PAGO_PARCIAL,TC,0,5,HND
2022-01-04,SOL-0001352,COBRO,TC,2,1,HND
2022-01-04,SOL-0001353,REFINANCIAMIENTO,TC,3,1,HND
2022-01-04,SOL-0001354,COBRO,PR,0,6,HND
2022-01-04,SOL-0001355,PAGO_PARCIAL,TC,2,6,HND
2022-01-04,SOL-0001356,ACTUALIZACION_DATOS,TC,2,3,HND
2022-01-04,SOL-0001357,COBRO,TC,0,4,HND
2022-01-04,SOL-0001358,ACUERDO_PAGO,PR,3,4,HND
2022-01-04,SOL-0001359,ACUERDO_PAGO,TC,0,3,HND
2022-01-04,SOL-0001360,ACUERDO_PAGO,TC,4,2,HND
2022-01-04,SOL-0001361,ACUERDO_PAGO,TC,4,1,HND
2022-01-04,SOL-0001362,COBRO,TC,1,1,HND
2022-01-04,SOL-0001363,ACTUALIZACION_DATOS,TC,5,2,HND
2022-01-04,SOL-0001364,COBRO,TC,1,4,HND
2022-01-04,SOL-0001365,COBRO,TC,4,5,HND
2022-01-04,SOL-0001366,ACUERDO_PAGO,TC,2,5,HND
2022-01-04,SOL-0001367,PAGO_PARCIAL,PR,2,6,HND
2022-01-04,SOL-0001368,ACUERDO_PAGO,TC,5,2,HND
2022-01-04,SOL-0001369,ACUERDO_PAGO,PR,0,3,HND
2022-01-04,SOL-0001370,PAGO_PARCIAL,TC,1,1,HND
2022-01-04,SOL-0001371,ACUERDO_PAGO,TC,3,2,HND
2022-01-04,SOL-0001372,COBRO,TC,0,5,HND
2022-01-04,SOL-0001373,ACTUALIZACION_DATOS,PR,1,6,HND
2022-01-04,SOL-0001374,ACUERDO_PAGO,TC,3,2,HND
2022-01-04,SOL-0001375,PAGO_PARCIAL,PR,6,1,HND
2022-01-04,SOL-0001376,ACUERDO_PAGO,PR,0,1,HND
2022-01-04,SOL-0001377,PAGO_PARCIAL,TC,2,3,HND
2022-01-04,SOL-0001378,ACUERDO_PAGO,PR,6,2,HND
2022-01-04,SOL-0001379,PAGO_PARCIAL,TC,2,2,HND
2022-01-04,SOL-0001380,PAGO_PARCIAL,TC,0,4,HND
2022-01-04,SOL-0001381,COBRO,TC,3,1,HND
2022-01-04,SOL-0001382,CANCELACION,TC,6,2,HND
2022-01-04,SOL-0001383,REFINANCIAMIENTO,TC,0,5,HND
2022-01-04,SOL-0001384,ACUERDO_PAGO,PR,2,1,HND
2022-01-04,SOL-0001385,COBRO,PR,1,2,HND
2022-01-04,SOL-0001386,ACUERDO_PAGO,TC,5,5,HND
2022-01-04,SOL-0001387,PAGO_PARCIAL,PR,3,4,HND
2022-01-04,SOL-0001388,ACUERDO_PAGO,TC,1,1,HND
2022-01-04,SOL-0001389,ACUERDO_PAGO,TC,3,2,HND
2022-01-04,SOL-0001390,COBRO,TC,3,1,HND
2022-01-04,SOL-0001391,ACUERDO_PAGO,PR,4,3,HND
2022-01-05,SOL-0001392,PAGO_PARCIAL,PR,0,6,HND
2022-01-05,SOL-0001393,RECLAMO,TC,3,2,HND
2022-01-05,SOL-0001394,ACTUALIZACION_DATOS,PR,3,1,HND
2022-01-05,SOL-0001395,COBRO,TC,5,1,HND
2022-01-05,SOL-0001396,ACUERDO_PAGO,TC,1,2,HND
2022-01-05,SOL-0001397,ACUERDO_PAGO,TC,6,5,HND
2022-01-05,SOL-0001398,COBRO,TC,3,3,HND
2022-01-05,SOL-0001399,COBRO,TC,3,2,HND
2022-01-05,SOL-0001400,ACUERDO_PAGO,PR,1,3,HND
2022-01-05,SOL-0001401,ACUERDO_PAGO,TC,4,3,HND
2022-01-05,SOL-0001402,PAGO_PARCIAL,TC,0,3,HND
